Country,Election type,Year,Voter Turnout,Total vote,Registration,VAP Turnout,Voting age population,Population,Invalid votes,Compulsory voting
San Marino,Parliamentary,2001,0.73800,22648.00,30688.00,1.028,22024.00,26986.00,0.038,No
San Marino,Parliamentary,1998,0.75280,22673.00,30117.00,0.753,30117.00,25000.00,0.038,No
San Marino,Parliamentary,1993,0.80300,22637.00,28191.00,0.803,28191.00,24000.00,0.038,No
San Marino,Parliamentary,1988,0.81140,21139.00,26052.00,0.811,26052.00,23000.00,,No
San Marino,Parliamentary,1983,0.79540,17204.00,21630.00,0.795,21630.00,22000.00,,No
San Marino,Parliamentary,1978,0.78980,15491.00,19615.00,0.790,19615.00,21000.00,0.026,No
San Marino,Parliamentary,1974,0.79700,14086.00,17673.00,0.797,17673.00,20000.00,0.024,No
Sao Tome and Principe,Parliamentary,2018,0.80650,78456.00,97274.00,0.745,105318.00,204454.00,0.041,No
Sao Tome and Principe,Parliamentary,2010,0.88450,70136.00,79296.00,0.817,85885.00,175808.00,0.022,No
Sao Tome and Principe,Parliamentary,2006,0.66850,53378.00,79849.00,0.629,84825.00,151912.00,0.024,No
Sao Tome and Principe,Parliamentary,2002,0.66290,40412.00,60961.00,0.544,74244.00,147000.00,0.031,No
Sao Tome and Principe,Parliamentary,1998,0.64680,32108.00,49639.00,0.505,63536.00,136197.00,0.091,No
Sao Tome and Principe,Parliamentary,1994,0.52090,29100.00,55862.00,0.495,58750.00,126000.00,0.129,No
Sao Tome and Principe,Parliamentary,1991,0.76740,39605.00,51610.00,0.696,56870.00,117000.00,0.061,No
Sao Tome and Principe,Presidential,2016,0.64310,71524.00,111222.00,0.515,99483.00,197541.00,0.032,No
Sao Tome and Principe,Presidential,2011,0.74090,68640.00,92639.00,0.713,96302.00,179591.00,,No
Sao Tome and Principe,Presidential,2006,0.64950,59178.00,91119.00,0.698,84825.00,151912.00,0.028,No
Sao Tome and Principe,Presidential,2001,0.70550,47535.00,67374.00,0.704,67504.00,144703.00,0.015,No
Sao Tome and Principe,Presidential,1996,0.77290,38841.00,50256.00,0.637,61021.00,130806.00,0.032,No
Sao Tome and Principe,Presidential,1991,0.60000,30966.00,51610.00,0.545,56870.00,121000.00,0.143,No
Senegal,Parliamentary,2017,0.53660,3337494.00,6219446.00,0.439,7596246.00,14668522.00,0.008,No
Senegal,Parliamentary,2012,0.36670,1968852.00,5368783.00,0.303,6504093.00,12969606.00,0.004,No
Senegal,Parliamentary,2007,0.34750,1738675.00,5004096.00,0.276,6301663.00,12521851.00,0.011,No
Senegal,Parliamentary,2001,0.67260,1888911.00,2808253.00,0.410,4607716.00,9716196.00,0.006,No
Senegal,Parliamentary,1998,0.39280,1243026.00,3164827.00,0.275,4513760.00,9212000.00,0.011,No
Senegal,Parliamentary,1993,0.40400,1070539.00,2650000.00,0.268,3994480.00,8152000.00,0.005,No
Senegal,Parliamentary,1988,0.57870,1118246.00,1932265.00,0.375,2982420.00,7101000.00,0.004,No
Senegal,Parliamentary,1983,0.56000,1079824.00,1928257.00,0.398,2715880.00,6316000.00,0.040,No
Senegal,Parliamentary,1978,0.62240,974826.00,1566250.00,0.420,2320710.00,5397000.00,,No
Senegal,Parliamentary,1963,,1202294.00,,0.822,1463440.00,3326000.00,,No
Senegal,Presidential,2019,0.66270,4428680.00,6683043.00,0.549,8071074.00,15377009.00,0.010,No
Senegal,Presidential,2012,0.57120,2915893.00,5105033.00,0.448,6504093.00,12969606.00,0.005,No
Senegal,Presidential,2007,0.70620,3472712.00,4917157.00,0.551,6301663.00,12521851.00,0.014,No
Senegal,Presidential,2000,0.60750,1667775.00,2745239.00,0.367,4539960.00,9574276.00,0.006,No
Senegal,Presidential,1993,0.51500,1313095.00,2549699.00,0.329,3994480.00,8152000.00,,No
Senegal,Presidential,1988,0.58700,1134239.00,1932265.00,0.380,2982420.00,7101000.00,,No
Senegal,Presidential,1983,0.58200,1099074.00,1888444.00,0.405,2715880.00,6316000.00,,No
Senegal,Presidential,1996,,399300.00,,0.096,4178230.00,8527000.00,,
Serbia,Parliamentary,2016,0.56070,3778923.00,6739441.00,0.643,5875839.00,7143921.00,0.029,No
Serbia,Parliamentary,2014,0.53090,3592375.00,6766575.00,0.635,5658441.00,7209764.00,,No
Serbia,Parliamentary,2012,0.57770,3911136.00,6770013.00,0.676,5790302.00,7276604.00,,No
Serbia,Parliamentary,2008,0.61350,4141176.00,6749688.00,0.702,5901990.00,7334935.00,0.022,No
Serbia,Parliamentary,2007,0.60570,4029286.00,6652105.00,0.682,5908864.00,7381579.00,0.016,No
Serbia,Presidential,2017,0.54360,3655365.00,6724949.00,0.625,5852924.00,7111024.00,0.017,No
Serbia,Presidential,2012,0.46260,3132679.00,6771479.00,0.541,5790302.00,7276604.00,0.032,No
Serbia,Presidential,2008,0.68120,4580428.00,6723762.00,0.776,5901990.00,7334935.00,0.017,No
Serbia,Presidential,2004,0.48690,3180682.00,6532263.00,,,,0.013,
Seychelles,Parliamentary,2016,0.87610,63017.00,71932.00,0.890,70792.00,93186.00,0.025,No
Seychelles,Parliamentary,2011,0.74250,51592.00,69480.00,0.807,63974.00,89188.00,0.319,No
Seychelles,Parliamentary,2007,0.85900,55827.00,64993.00,0.935,59713.00,86000.00,0.025,No
Seychelles,Parliamentary,2002,0.84520,52699.00,62350.00,0.981,53710.00,80098.00,0.018,No
Seychelles,Parliamentary,1998,0.86730,47568.00,54847.00,0.902,52729.00,78845.00,0.025,No
Seychelles,Parliamentary,1993,0.86520,43579.00,50370.00,0.961,45360.00,72000.00,0.016,No
Seychelles,Presidential,2015,0.90060,63893.00,70943.00,0.914,69904.00,92430.00,0.017,No
Seychelles,Presidential,2011,0.85260,59242.00,69480.00,0.926,63974.00,89188.00,0.027,No
Seychelles,Presidential,2006,0.88690,56787.00,64026.00,0.971,58497.00,81541.00,0.013,No
Seychelles,Presidential,2001,0.93250,51145.00,54847.00,0.979,52267.00,80522.00,0.018,No
Seychelles,Presidential,1998,0.86700,47550.00,54847.00,0.902,52729.00,78845.00,0.021,No
Seychelles,Presidential,1993,0.86530,43584.00,50370.00,0.961,45360.00,72000.00,0.012,No
Sierra Leone,Parliamentary,2018,0.84200,2676549.00,3178663.00,0.815,3284182.00,6312212.00,0.074,No
Sierra Leone,Parliamentary,2012,0.79280,2141482.00,2701299.00,0.768,2786886.00,5485998.00,,No
Sierra Leone,Parliamentary,2007,0.75800,1984106.00,2617554.00,0.721,2753360.00,5420000.00,0.073,No
Sierra Leone,Parliamentary,2002,0.83260,1950492.00,2342547.00,0.773,2524320.00,5426618.00,,No
Sierra Leone,Parliamentary,1996,0.60330,750858.00,1244601.00,0.370,2029720.00,4613000.00,,No
Sierra Leone,Parliamentary,1977,,686810.00,,0.476,1443940.00,3139000.00,,No
Sierra Leone,Parliamentary,1968,,652077.00,,0.559,1165600.00,2480000.00,,No
Sierra Leone,Presidential,2018,0.84200,2676549.00,3178663.00,0.815,3284182.00,6312212.00,0.052,No
Sierra Leone,Presidential,2012,0.91050,2459524.00,2701299.00,0.883,2786886.00,5485998.00,0.047,No
Sierra Leone,Presidential,2007,0.68610,1783851.00,2600000.00,0.648,2753360.00,5420000.00,0.073,No
Sierra Leone,Presidential,2002,0.81430,1907455.00,2342547.00,0.756,2524320.00,5426618.00,,No
Sierra Leone,Presidential,1996,0.68590,1028851.00,1500000.00,0.507,2029720.00,4613000.00,,No
Singapore,Parliamentary,2015,0.93560,2304331.00,2462926.00,0.521,4420371.00,5674472.00,0.021,Yes
Singapore,Parliamentary,2011,0.93180,2060373.00,2211102.00,0.530,3891370.00,5183700.00,0.022,Yes
Singapore,Parliamentary,2006,0.94010,1149668.00,1222884.00,0.322,3573273.00,4389000.00,,Yes
Singapore,Parliamentary,2001,0.94610,638903.00,675306.00,0.214,2980081.00,4169481.00,0.021,Yes
Singapore,Parliamentary,1997,0.95910,734000.00,765332.00,0.354,2076210.00,3009000.00,0.024,Yes
Singapore,Parliamentary,1991,0.95030,805573.00,847716.00,0.435,1851210.00,2763000.00,0.027,Yes
Singapore,Parliamentary,1988,0.94700,1373064.00,1449838.00,0.789,1741330.00,2599000.00,0.023,Yes
Singapore,Parliamentary,1984,0.95590,902980.00,944624.00,0.558,1618560.00,2529000.00,0.029,Yes
Singapore,Parliamentary,1980,0.95480,654195.00,685141.00,0.459,1424260.00,2414000.00,0.027,Yes
Singapore,Parliamentary,1976,0.95100,815130.00,857130.00,0.684,1192360.00,2293000.00,0.023,Yes
Singapore,Parliamentary,1972,0.82150,746219.00,908382.00,0.739,1010500.00,2150000.00,0.020,Yes
Singapore,Parliamentary,1968,0.94090,77984.00,82883.00,0.083,944700.00,2010000.00,0.027,Yes
Singapore,Presidential,2011,0.94650,2153014.00,2274773.00,0.553,3891370.00,5183700.00,0.018,Yes
Singapore,Presidential,1993,0.94480,1659482.00,1756517.00,0.837,1983060.00,2874000.00,0.022,Yes
Slovakia,Parliamentary,2020,0.65810,2916840.00,4432419.00,0.654,4460525.00,5440602.00,0.012,No
Slovakia,Parliamentary,2016,0.59820,2648184.00,4426760.00,0.594,4455753.00,5445802.00,0.015,No
Slovakia,Parliamentary,2012,0.59110,2596443.00,4392451.00,0.579,4488381.00,5483088.00,,No
Slovakia,Parliamentary,2010,0.58840,2566779.00,4362369.00,0.584,4396639.00,5470306.00,0.015,No
Slovakia,Parliamentary,2006,0.54670,2335917.00,4272517.00,0.564,4141957.00,5439448.00,0.014,No
Slovakia,Parliamentary,2002,0.70070,2913267.00,4157802.00,0.716,4067252.00,5379455.00,0.013,No
Slovakia,Parliamentary,1998,0.84250,3389346.00,4023191.00,0.789,4297856.00,5274335.00,0.017,No
Slovakia,Parliamentary,1994,0.75410,2923265.00,3876555.00,0.759,3849840.00,5347000.00,0.016,No
Slovakia,Parliamentary,1992,0.84680,9750978.00,11515699.00,0.838,11640940.00,15731000.00,0.017,No
Slovakia,Parliamentary,1990,0.96330,10785270.00,11195596.00,0.931,11589140.00,15661000.00,0.014,No
Slovakia,Presidential,2019,0.48740,2158859.00,4419883.00,0.484,4462884.00,5443336.00,0.006,No
Slovakia,Presidential,2014,0.50480,2224382.00,4406261.00,0.511,4351806.00,5443583.00,0.010,No
Slovakia,Presidential,2009,0.51670,2242162.00,4339257.00,0.513,4375254.00,5463046.00,0.008,No
Slovakia,Presidential,2004,0.43480,1827282.00,4202597.00,0.441,4141957.00,5430033.00,0.014,No
Slovakia,Presidential,1999,0.75420,3047814.00,4041181.00,0.809,3767042.00,5392982.00,0.009,No
Slovakia,EU Parliament,2019,0.22740,1007398.00,4429801.00,0.226,4462884.00,5443336.00,0.021,No
Slovakia,EU Parliament,2014,0.13050,575876.00,4414433.00,0.131,4381043.00,5443583.00,0.027,No
Slovakia,EU Parliament,2009,0.19640,853533.00,4345773.00,0.195,4375254.00,5463046.00,0.030,No
Slovakia,EU Parliament,2004,0.16970,714508.00,4210463.00,0.175,4093515.00,5380053.00,0.018,No
Slovenia,Parliamentary,2018,0.52640,901512.00,1712676.00,0.546,1651708.00,1965706.00,0.012,No
Slovenia,Parliamentary,2014,0.51730,886124.00,1713067.00,0.541,1638247.00,1988292.00,0.013,No
Slovenia,Parliamentary,2011,0.65600,1121475.00,1709692.00,0.670,1674170.00,2000092.00,0.017,No
Slovenia,Parliamentary,2008,0.63100,1070523.00,1696437.00,0.650,1645967.00,2007711.00,0.017,No
Slovenia,Parliamentary,2004,0.60640,991123.00,1634402.00,0.611,1622422.00,2011473.00,0.023,No
Slovenia,Parliamentary,2000,0.70360,1116423.00,1586695.00,0.723,1543425.00,1987985.00,0.033,No
Slovenia,Parliamentary,1996,0.73670,1136211.00,1542218.00,0.758,1499960.00,1948000.00,0.059,No
Slovenia,Parliamentary,1992,0.85900,1280243.00,1490434.00,0.855,1497000.00,1996000.00,0.070,No
Slovenia,Presidential,2012,0.42410,725768.00,1711461.00,0.434,1671967.00,1996617.00,0.021,No
Slovenia,Presidential,2007,0.58450,1005359.00,1720174.00,0.613,1641161.00,2009245.00,0.010,No
Slovenia,Presidential,2002,0.65240,1050533.00,1610234.00,0.655,1604505.00,1930132.00,0.014,No
Slovenia,Presidential,1997,0.68650,1064532.00,1550775.00,0.712,1495460.00,1942000.00,0.021,No
Slovenia,Presidential,1992,0.85840,1280252.00,1491374.00,0.855,1497000.00,1996000.00,,No
Slovenia,Presidential,1990,,1153335.00,,0.770,1498500.00,1998000.00,0.023,No
Slovenia,EU Parliament,2019,0.28890,492618.00,1704866.00,0.284,1735491.00,2102538.00,0.021,No
Slovenia,EU Parliament,2014,0.24550,419975.00,1710856.00,0.256,1638247.00,1988292.00,0.042,No
Slovenia,EU Parliament,2009,0.28330,481559.00,1699744.00,0.288,1670570.00,2005692.00,0.039,No
Slovenia,EU Parliament,2004,0.28350,461879.00,1628918.00,0.319,1449120.00,1996433.00,0.056,No
Solomon Islands,Parliamentary,2019,0.67540,242920.00,359690.00,0.600,404778.00,672631.00,,No
Solomon Islands,Parliamentary,2014,0.89930,258607.00,287565.00,0.805,321236.00,609883.00,,No
Solomon Islands,Parliamentary,2010,0.52360,234366.00,447612.00,0.757,309471.00,559198.00,,No
Solomon Islands,Parliamentary,2006,0.56950,193459.00,339688.00,0.704,274924.00,483800.00,0.013,No
Solomon Islands,Parliamentary,2001,0.61880,178161.00,287921.00,0.772,230907.00,445906.00,,No
Solomon Islands,Parliamentary,1997,0.68350,137787.00,201584.00,0.707,194824.00,397600.00,,No
Solomon Islands,Parliamentary,1993,0.63610,105351.00,165620.00,0.606,173950.00,355000.00,,No
Solomon Islands,Parliamentary,1989,0.64940,81239.00,125106.00,0.558,145700.00,310000.00,,No
Solomon Islands,Parliamentary,1984,0.62040,68449.00,110339.00,0.553,123740.00,269000.00,,No
Solomon Islands,Parliamentary,1980,0.58230,58136.00,99843.00,0.547,106260.00,231000.00,,No
Somalia,Parliamentary,1984,0.99860,4214667.00,4220466.00,1.428,2952289.00,6217738.00,0.001,No
Somalia,Parliamentary,1979,,3985838.00,,1.586,2513775.00,5310962.00,,No
Somalia,Parliamentary,1969,,879554.00,,0.871,1010100.00,2730000.00,0.111,No
Somalia,Parliamentary,1964,,,,,,3212842.00,,No
Somalia,Presidential,1986,,,,,3200602.00,6714927.00,,No
South Africa,Parliamentary,2019,0.66050,17671616.00,26756649.00,0.473,37372792.00,55918443.00,0.013,No
South Africa,Parliamentary,2014,0.73480,18654771.00,25388082.00,0.538,34691652.00,54002000.00,,No
South Africa,Parliamentary,2009,0.77300,17919966.00,23181997.00,0.566,31678238.00,49052489.00,0.013,No
South Africa,Parliamentary,2004,0.76730,15863554.00,20674926.00,0.568,27944712.00,42768678.00,0.016,No
South Africa,Parliamentary,1999,0.89280,16228462.00,18177000.00,0.639,25411573.00,42424823.00,0.015,No
South Africa,Parliamentary,1994,0.86870,19726610.00,22709152.00,0.855,23063910.00,40436000.00,0.010,No
South Sudan,Presidential,2010,0.58620,2813830.00,4800000.00,0.633,4442454.00,9584299.00,,No
Spain,Parliamentary,2019,0.71760,26478140.00,36898883.00,0.651,40650233.00,49683254.00,0.018,No
Spain,Parliamentary,2016,0.69840,24161083.00,34597038.00,0.609,39691061.00,48563476.00,0.017,No
Spain,Parliamentary,2015,0.73200,25350447.00,34631086.00,0.644,39368731.00,48146134.00,0.016,No
Spain,Parliamentary,2011,0.68940,24666441.00,35779491.00,0.633,38995155.00,47021031.00,0.013,No
Spain,Parliamentary,2008,0.75320,25514671.00,33875268.00,0.693,36819817.00,45283259.00,0.018,No
Spain,Parliamentary,2004,0.75660,26155436.00,34571831.00,0.763,34304048.00,42345342.00,0.026,No
Spain,Parliamentary,2000,0.68710,23339490.00,33969640.00,0.738,31631640.00,39394773.00,0.007,No
Spain,Parliamentary,1996,0.78060,24985097.00,32007554.00,0.806,31013030.00,39257000.00,0.015,No
Spain,Parliamentary,1993,0.77050,23907495.00,31030511.00,0.774,30875570.00,39083000.00,0.013,No
Spain,Parliamentary,1989,0.70010,20788160.00,29694055.00,0.713,29166000.00,38888000.00,0.014,No
Spain,Parliamentary,1986,0.70370,20489651.00,29117613.00,0.737,27794880.00,38604000.00,0.021,No
Spain,Parliamentary,1982,0.79830,21439152.00,26855301.00,0.831,25795580.00,37935000.00,0.024,No
Spain,Parliamentary,1979,0.68130,18284948.00,26836500.00,0.723,25284440.00,37183000.00,0.018,No
Spain,Parliamentary,1977,0.76960,18175327.00,23616421.00,0.794,22901130.00,36351000.00,0.017,No
Spain,EU Parliament,2019,0.64300,22603898.00,35153255.00,0.556,40650233.00,49683254.00,0.018,No
Spain,EU Parliament,2014,0.43810,15998141.00,36514084.00,0.412,38823070.00,47737941.00,0.018,No
Spain,EU Parliament,2009,0.44900,15935147.00,35492567.00,0.419,38044945.00,46157822.00,0.006,No
Spain,EU Parliament,2004,0.45140,15666491.00,34706044.00,0.457,34304048.00,42345342.00,0.010,No
Spain,EU Parliament,1999,0.63050,21334948.00,33840432.00,0.676,31544062.00,39802827.00,0.008,No
Spain,EU Parliament,1994,0.59140,18664055.00,31558999.00,0.627,29759719.00,39246833.00,0.005,No
Spain,EU Parliament,1989,0.54600,15989054.00,29283982.00,0.571,27994949.00,38756648.00,0.023,No
Spain,EU Parliament,1987,0.68900,19593304.00,28437306.00,0.716,27357811.00,38586591.00,0.021,No
Sri Lanka,Parliamentary,2015,0.77660,11684111.00,15044490.00,0.766,15262770.00,21866445.00,0.044,No
Sri Lanka,Parliamentary,2010,0.61260,8630689.00,14088500.00,0.583,14799473.00,21083826.00,0.069,No
Sri Lanka,Parliamentary,2004,0.75960,9797680.00,12899139.00,0.708,13843060.00,19742439.00,0.055,No
Sri Lanka,Parliamentary,2001,0.76030,9449813.00,12428762.00,0.722,13080281.00,19263057.00,0.052,No
Sri Lanka,Parliamentary,2000,0.75630,9128823.00,12071062.00,0.822,11110498.00,19051116.00,0.053,No
Sri Lanka,Parliamentary,1994,0.76240,8344095.00,10945065.00,0.741,11254950.00,17865000.00,0.048,No
Sri Lanka,Parliamentary,1989,0.63590,5961815.00,9374880.00,0.581,10263250.00,16825000.00,0.061,No
Sri Lanka,Parliamentary,1977,0.86690,5780283.00,6667589.00,0.768,7528680.00,13942000.00,,No
Sri Lanka,Parliamentary,1970,0.84880,4672656.00,5505028.00,0.718,6505200.00,12510000.00,,No
Sri Lanka,Parliamentary,1965,0.81130,3821918.00,4710887.00,0.659,5803200.00,11160000.00,,No
Sri Lanka,Parliamentary,1960,0.75900,2827075.00,3724507.00,0.550,5142800.00,9890000.00,,No
Sri Lanka,Parliamentary,1956,0.69040,2391538.00,3464159.00,0.515,4643080.00,8929000.00,,No
Sri Lanka,Parliamentary,1952,0.70700,2114615.00,2990912.00,0.494,4279220.00,8074000.00,,No
Sri Lanka,Parliamentary,1947,0.55810,1701150.00,3048145.00,0.458,3714770.00,7009000.00,,No
Sri Lanka,Presidential,2019,0.83720,13387951.00,15992096.00,0.819,16343744.00,22736505.00,0.010,No
Sri Lanka,Presidential,2015,0.81520,12264377.00,15044490.00,0.804,15262770.00,21866445.00,0.012,No
Sri Lanka,Presidential,2010,0.74500,10495451.00,14088500.00,0.709,14799473.00,21083826.00,0.010,No
Sri Lanka,Presidential,2005,0.72910,9717039.00,13327160.00,0.691,14062676.00,20064776.00,0.011,No
Sri Lanka,Presidential,1999,0.73310,8635290.00,11779200.00,0.785,11001583.00,18864358.00,0.023,No
Sri Lanka,Presidential,1994,0.70480,7709084.00,10937279.00,0.685,11254950.00,17865000.00,,No
Sri Lanka,Presidential,1988,0.55320,5186233.00,9375742.00,0.512,10125390.00,16599000.00,,No
Sri Lanka,Presidential,1982,0.81060,6602617.00,8145015.00,0.750,8809620.00,15189000.00,0.012,No
State of Palestine,Parliamentary,2006,0.77700,1042424.00,1341671.00,0.577,1808337.00,3761904.00,0.049,No
State of Palestine,Parliamentary,1996,0.75350,780079.00,1035235.00,0.754,1035235.00,1870000.00,,No
State of Palestine,Presidential,2005,0.45560,802077.00,1760481.00,0.460,1742877.00,3636195.00,0.072,No
State of Palestine,Presidential,1996,0.72050,745902.00,1035235.00,0.781,955180.00,1870000.00,,No
Sudan,Parliamentary,2015,0.46400,6091412.00,13126989.00,0.310,19667400.00,38435252.00,0.083,No
Sudan,Parliamentary,2010,0.72000,11646822.00,16176142.00,0.641,18168000.00,35505000.00,,No
Sudan,Parliamentary,1996,0.72200,5525280.00,7652742.00,0.362,15253500.00,30507000.00,0.033,No
Sudan,Parliamentary,1968,0.59860,1825510.00,3049813.00,0.278,6573600.00,14940000.00,,No
Sudan,Parliamentary,2000,,,12000000.00,,16503927.00,34109304.00,,No
Sudan,Parliamentary,1986,,,6000000.00,,11173960.00,22804000.00,,No
Sudan,Presidential,2015,0.46400,6091412.00,13126989.00,0.310,19667400.00,38435252.00,0.083,No
Sudan,Presidential,2010,0.72000,11646822.00,16176142.00,0.641,18168000.00,35505000.00,,No
Sudan,Presidential,1996,0.72200,5525280.00,7652742.00,0.362,15253500.00,30507000.00,,No
Sudan,Presidential,2000,,,12000000.00,,16503927.00,34109304.00,,No
Suriname,Parliamentary,2020,0.71570,274352.00,383333.00,0.628,436850.00,609569.00,,No
Suriname,Parliamentary,2015,0.75320,265909.00,353031.00,0.651,397915.00,579633.00,0.031,No
Suriname,Parliamentary,2010,0.73210,237575.00,324490.00,0.656,362082.00,545859.00,,No
Suriname,Parliamentary,2005,0.46680,155888.00,333985.00,0.530,294209.00,436935.00,0.007,No
Suriname,Parliamentary,2000,0.69850,185064.00,264961.00,0.723,255841.00,416901.00,0.026,No
Suriname,Parliamentary,1996,0.66660,179416.00,269165.00,0.712,251930.00,427000.00,0.033,No
Suriname,Parliamentary,1991,0.64310,158809.00,246926.00,0.678,234320.00,404000.00,,No
Suriname,Parliamentary,1987,0.84960,177025.00,208356.00,0.832,212850.00,387000.00,0.020,No
Suriname,Parliamentary,1977,0.77770,123720.00,159082.00,0.876,141180.00,362000.00,,No
Suriname,Parliamentary,1973,0.76030,122711.00,161400.00,0.787,156000.00,400000.00,,No
Suriname,Parliamentary,1969,,204041.00,,1.453,140400.00,360000.00,,No
Suriname,Parliamentary,1967,,207119.00,,1.443,143500.00,350000.00,,No
Sweden,Parliamentary,2018,0.87180,6535271.00,7495936.00,0.821,7962006.00,10040995.00,0.009,No
Sweden,Parliamentary,2014,0.85810,6290016.00,7330432.00,0.826,7614029.00,9723809.00,0.009,No
Sweden,Parliamentary,2010,0.84630,6028682.00,7123651.00,0.826,7296284.00,9074055.00,0.011,No
Sweden,Parliamentary,2006,0.81990,5650416.00,6892009.00,0.806,7010777.00,9082995.00,0.018,No
Sweden,Parliamentary,2002,0.80110,5385430.00,6722152.00,0.780,6900985.00,8876744.00,0.015,No
Sweden,Parliamentary,1998,0.81390,5374588.00,6603129.00,0.777,6915438.00,8780000.00,0.021,No
Sweden,Parliamentary,1994,0.86820,5640393.00,6496365.00,0.824,6848400.00,8780000.00,0.015,No
Sweden,Parliamentary,1991,0.86740,5562920.00,6413172.00,0.828,6721260.00,8617000.00,0.017,No
Sweden,Parliamentary,1988,0.85960,5441050.00,6330023.00,0.827,6580860.00,8437000.00,0.012,No
Sweden,Parliamentary,1985,0.89850,5615242.00,6249445.00,0.862,6513000.00,8350000.00,0.009,No
Sweden,Parliamentary,1982,0.91450,5606603.00,6130993.00,0.886,6327000.00,8325000.00,0.009,No
Sweden,Parliamentary,1979,0.90720,5480126.00,6040461.00,0.869,6303440.00,8294000.00,0.006,No
Sweden,Parliamentary,1976,0.91760,5457043.00,5947077.00,0.885,6166500.00,8222000.00,0.004,No
Sweden,Parliamentary,1973,0.90840,5168996.00,5690333.00,0.858,6023600.00,8140000.00,0.002,No
Sweden,Parliamentary,1970,0.88280,4984207.00,5645804.00,0.873,5708400.00,8040000.00,0.002,No
Sweden,Parliamentary,1968,0.89290,4861901.00,5445333.00,0.866,5616100.00,7910000.00,0.007,No
Sweden,Parliamentary,1964,0.83860,4273595.00,5095850.00,0.809,5286090.00,7661000.00,0.007,No
Sweden,Parliamentary,1960,0.85910,4271610.00,4972177.00,0.828,5161200.00,7480000.00,0.004,No
Sweden,Parliamentary,1958,0.77420,3864963.00,4992421.00,0.756,5112210.00,7409000.00,0.005,No
Sweden,Parliamentary,1956,0.79840,3902114.00,4887325.00,0.773,5047350.00,7315000.00,0.006,No
Sweden,Parliamentary,1952,0.79110,3801284.00,4805216.00,0.773,4916250.00,7125000.00,0.005,No
Sweden,Parliamentary,1948,0.82740,3895161.00,4707783.00,0.820,4749270.00,6883000.00,0.004,No
Sweden,EU Parliament,2019,0.55270,4187848.00,7576917.00,0.523,8009142.00,10121794.00,0.009,No
Sweden,EU Parliament,2014,0.51070,3758951.00,7359962.00,0.494,7614029.00,9723809.00,0.011,No
Sweden,EU Parliament,2009,0.45530,3227561.00,7088303.00,0.468,6902400.00,9283677.00,0.018,No
Sweden,EU Parliament,2004,0.37850,2584464.00,6827870.00,0.373,6934040.00,8975670.00,0.028,No
Sweden,EU Parliament,1999,0.38840,2588514.00,6664205.00,0.381,6802648.00,8854322.00,0.023,No
Sweden,EU Parliament,1995,0.41630,2727317.00,6551781.00,0.404,6743933.00,8816381.00,0.016,No
Switzerland,Parliamentary,2019,0.45120,2462581.00,5457940.00,0.361,6829807.00,8348737.00,0.016,No
Switzerland,Parliamentary,2015,0.48510,2563052.00,5283556.00,0.386,6634505.00,8121830.00,0.016,No
Switzerland,Parliamentary,2011,0.49500,2485403.00,5124034.00,0.396,6278531.00,7639961.00,0.017,No
Switzerland,Parliamentary,2007,0.48280,2373071.00,4915623.00,0.398,5964448.00,7554661.00,0.018,No
Switzerland,Parliamentary,2003,0.45230,2161921.00,4779733.00,0.373,5801412.00,7318638.00,0.018,No
Switzerland,Parliamentary,1999,0.43300,2004408.00,4628782.00,0.349,5736298.00,7214950.00,0.017,No
Switzerland,Parliamentary,1995,0.42220,1940622.00,4596209.00,0.357,5442360.00,7068000.00,0.018,No
Switzerland,Parliamentary,1991,0.46050,2076901.00,4510521.00,0.397,5236000.00,6800000.00,0.016,No
Switzerland,Parliamentary,1987,0.46470,1958456.00,4214595.00,0.399,4908750.00,6545000.00,0.012,No
Switzerland,Parliamentary,1983,0.48910,1989960.00,4068940.00,0.408,4878750.00,6505000.00,0.015,No
Switzerland,Parliamentary,1979,0.48050,1856651.00,3864285.00,0.406,4572720.00,6351000.00,0.013,No
Switzerland,Parliamentary,1975,0.52360,1955740.00,3735037.00,0.436,4483500.00,6405000.00,0.013,No
Switzerland,Parliamentary,1971,0.56860,2018077.00,3549426.00,0.454,4442771.00,6230000.00,0.013,Yes
Switzerland,Parliamentary,1967,0.65720,1019907.00,1551909.00,0.532,1916800.00,5990000.00,0.018,Yes
Switzerland,Parliamentary,1963,0.66110,986997.00,1493026.00,0.535,1846400.00,5770000.00,0.018,Yes
Switzerland,Parliamentary,1959,0.68460,1008563.00,1473155.00,0.581,1735470.00,5259000.00,0.019,Yes
Switzerland,Parliamentary,1955,0.70080,998881.00,1425421.00,0.608,1643400.00,4980000.00,0.017,Yes
Switzerland,Parliamentary,1951,0.71200,986937.00,1386146.00,0.630,1567170.00,4749000.00,0.019,Yes
Switzerland,Parliamentary,1947,0.72440,985498.00,1360453.00,0.660,1492920.00,4524000.00,0.019,Yes
Syrian Arab Republic,Parliamentary,2016,0.57560,5085444.00,8834994.00,0.479,10619172.00,17185170.00,,No
Syrian Arab Republic,Parliamentary,2012,0.51260,2658834.00,5186957.00,0.203,13113495.00,22530746.00,,No
Syrian Arab Republic,Parliamentary,2007,0.56000,4371357.00,7805994.00,0.415,10527648.00,19314747.00,,No
Syrian Arab Republic,Parliamentary,2003,0.63450,4556475.00,7181206.00,0.501,9104574.00,17874577.00,,No
